=== 2. PROCESSES & SERVICES ===
USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         386  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/74]
root         387  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/74]
root         388  0.0  0.0      0     0 ?        S    Aug07   2:03  \_ [ksoftirqd/74]
root         390  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/74:0H-kblockd]
root         391  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/75]
root         392  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/75]
root         393  0.0  0.0      0     0 ?        S    Aug07   1:59  \_ [ksoftirqd/75]
root         395  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/75:0H-events_highpri]
root         396  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/76]
root         397  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/76]
root         398  0.0  0.0      0     0 ?        S    Aug07   1:58  \_ [ksoftirqd/76]
root         400  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/76:0H-events_highpri]
root         401  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/77]
root         402  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/77]
root         403  0.0  0.0      0     0 ?        S    Aug07   1:57  \_ [ksoftirqd/77]
root         405  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/77:0H-events_highpri]
root         406  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/78]
root         407  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/78]
root         408  0.0  0.0      0     0 ?        S    Aug07   1:57  \_ [ksoftirqd/78]
root         410  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/78:0H-events_highpri]
root         411  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/79]
root         412  0.0  0.0      0     0 ?        S    Aug07   0:14  \_ [migration/79]
root         413  0.0  0.0      0     0 ?        S    Aug07   1:57  \_ [ksoftirqd/79]
root         415  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/79:0H-events_highpri]
root         416  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/80]
root         417  0.0  0.0      0     0 ?        S    Aug07   0:13  \_ [migration/80]
root         418  0.0  0.0      0     0 ?        S    Aug07   2:22  \_ [ksoftirqd/80]
root         420  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/80:0H-events_highpri]
root         421  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/81]
root         422  0.0  0.0      0     0 ?        S    Aug07   0:15  \_ [migration/81]
root         423  0.0  0.0      0     0 ?        S    Aug07   2:08  \_ [ksoftirqd/81]
root         425  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/81:0H-events_highpri]
root         426  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/82]
root         427  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/82]
root         428  0.0  0.0      0     0 ?        S    Aug07   2:02  \_ [ksoftirqd/82]
root         430  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/82:0H-events_highpri]
root         431  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/83]
root         432  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/83]
root         433  0.0  0.0      0     0 ?        S    Aug07   1:59  \_ [ksoftirqd/83]
root         435  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/83:0H-events_highpri]
root         436  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/84]
root         437  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/84]
root         438  0.0  0.0      0     0 ?        S    Aug07   1:57  \_ [ksoftirqd/84]
root         440  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/84:0H-events_highpri]
root         441  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/85]
root         442  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/85]
root         443  0.0  0.0      0     0 ?        S    Aug07   1:55  \_ [ksoftirqd/85]
root         445  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/85:0H-events_highpri]
root         446  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/86]
root         447  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/86]
root         448  0.0  0.0      0     0 ?        S    Aug07   1:54  \_ [ksoftirqd/86]
root         450  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/86:0H-events_highpri]
root         451  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/87]
root         452  0.0  0.0      0     0 ?        S    Aug07   0:14  \_ [migration/87]
root         453  0.0  0.0      0     0 ?        S    Aug07   1:55  \_ [ksoftirqd/87]
root         455  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/87:0H-events_highpri]
root         456  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/88]
root         457  0.0  0.0      0     0 ?        S    Aug07   0:13  \_ [migration/88]
root         458  0.0  0.0      0     0 ?        S    Aug07   2:22  \_ [ksoftirqd/88]
root         460  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/88:0H-events_highpri]
root         461  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/89]
root         462  0.0  0.0      0     0 ?        S    Aug07   0:13  \_ [migration/89]
root         463  0.0  0.0      0     0 ?        S    Aug07   2:15  \_ [ksoftirqd/89]
root         465  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/89:0H-events_highpri]
root         466  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/90]
root         467  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/90]
root         468  0.0  0.0      0     0 ?        S    Aug07   2:03  \_ [ksoftirqd/90]
root         470  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/90:0H-events_highpri]
root         471  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/91]
root         472  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/91]
root         473  0.0  0.0      0     0 ?        S    Aug07   1:58  \_ [ksoftirqd/91]
root         475  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/91:0H-events_highpri]
root         476  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/92]
root         477  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/92]
root         478  0.0  0.0      0     0 ?        S    Aug07   1:55  \_ [ksoftirqd/92]
root         480  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/92:0H-events_highpri]
root         481  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/93]
root         482  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/93]
root         483  0.0  0.0      0     0 ?        S    Aug07   1:54  \_ [ksoftirqd/93]
root         485  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/93:0H-events_highpri]
root         486  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/94]
root         487  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/94]
root         488  0.0  0.0      0     0 ?        S    Aug07   1:52  \_ [ksoftirqd/94]
root         490  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/94:0H-events_highpri]
root         491  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/95]
root         492  0.0  0.0      0     0 ?        S    Aug07   0:13  \_ [migration/95]
root         493  0.0  0.0      0     0 ?        S    Aug07   2:14  \_ [ksoftirqd/95]
root         495  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/95:0H-events_highpri]
root         496  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/96]
root         497  0.0  0.0      0     0 ?        S    Aug07   0:15  \_ [migration/96]
root         498  0.0  0.0      0     0 ?        S    Aug07   3:15  \_ [ksoftirqd/96]
root         500  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/96:0H-events_highpri]
root         501  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/97]
root         502  0.0  0.0      0     0 ?        S    Aug07   0:14  \_ [migration/97]
root         503  0.0  0.0      0     0 ?        S    Aug07   3:03  \_ [ksoftirqd/97]
root         505  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/97:0H-events_highpri]
root         506  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/98]
root         507  0.0  0.0      0     0 ?        S    Aug07   0:13  \_ [migration/98]
root         508  0.0  0.0      0     0 ?        S    Aug07   2:59  \_ [ksoftirqd/98]
root         510  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/98:0H-events_highpri]
root         511  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/99]
root         512  0.0  0.0      0     0 ?        S    Aug07   0:13  \_ [migration/99]
root         513  0.0  0.0      0     0 ?        S    Aug07   2:56  \_ [ksoftirqd/99]
root         515  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/99:0H-events_highpri]
root         516  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/100]
root         517  0.0  0.0      0     0 ?        S    Aug07   0:13  \_ [migration/100]
root         518  0.0  0.0      0     0 ?        S    Aug07   2:49  \_ [ksoftirqd/100]
root         520  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/100:0H-events_highpri]
root         521  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/101]
root         522  0.0  0.0      0     0 ?        S    Aug07   0:13  \_ [migration/101]
root         523  0.0  0.0      0     0 ?        S    Aug07   2:47  \_ [ksoftirqd/101]
root         525  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/101:0H-events_highpri]
root         526  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/102]
root         527  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/102]
root         528  0.0  0.0      0     0 ?        S    Aug07   2:46  \_ [ksoftirqd/102]
root         530  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/102:0H-events_highpri]
root         531  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/103]
root         532  0.0  0.0      0     0 ?        S    Aug07   0:13  \_ [migration/103]
root         533  0.0  0.0      0     0 ?        S    Aug07   2:42  \_ [ksoftirqd/103]
root         535  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/103:0H-events_highpri]
root         536  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/104]
root         537  0.0  0.0      0     0 ?        S    Aug07   0:13  \_ [migration/104]
root         538  0.0  0.0      0     0 ?        S    Aug07   3:01  \_ [ksoftirqd/104]
root         540  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/104:0H-events_highpri]
root         541  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/105]
root         542  0.0  0.0      0     0 ?        S    Aug07   0:13  \_ [migration/105]
root         543  0.0  0.0      0     0 ?        S    Aug07   2:54  \_ [ksoftirqd/105]
root         545  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/105:0H-events_highpri]
root         546  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/106]
root         547  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/106]
root         548  0.0  0.0      0     0 ?        S    Aug07   2:50  \_ [ksoftirqd/106]
root         550  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/106:0H-events_highpri]
root         551  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/107]
root         552  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/107]
root         553  0.0  0.0      0     0 ?        S    Aug07   2:47  \_ [ksoftirqd/107]
root         555  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/107:0H-events_highpri]
root         556  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/108]
root         557  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/108]
root         558  0.0  0.0      0     0 ?        S    Aug07   2:43  \_ [ksoftirqd/108]
root         560  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/108:0H-events_highpri]
root         561  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/109]
root         562  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/109]
root         563  0.0  0.0      0     0 ?        S    Aug07   2:41  \_ [ksoftirqd/109]
root         565  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/109:0H-events_highpri]
root         566  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/110]
root         567  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/110]
root         568  0.0  0.0      0     0 ?        S    Aug07   2:42  \_ [ksoftirqd/110]
root         570  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/110:0H-events_highpri]
root         571  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/111]
root         572  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/111]
root         573  0.0  0.0      0     0 ?        S    Aug07   2:42  \_ [ksoftirqd/111]
root         575  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/111:0H-events_highpri]
root         576  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/112]
root         577  0.0  0.0      0     0 ?        S    Aug07   0:13  \_ [migration/112]
root         578  0.0  0.0      0     0 ?        S    Aug07   2:51  \_ [ksoftirqd/112]
root         580  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/112:0H-events_highpri]
root         581  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/113]
root         582  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/113]
root         583  0.0  0.0      0     0 ?        S    Aug07   2:47  \_ [ksoftirqd/113]
root         585  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/113:0H-events_highpri]
root         586  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/114]
root         587  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/114]
root         588  0.0  0.0      0     0 ?        S    Aug07   2:43  \_ [ksoftirqd/114]
root         590  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/114:0H-events_highpri]
root         591  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/115]
root         592  0.0  0.0      0     0 ?        S    Aug07   0:14  \_ [migration/115]
root         593  0.0  0.0      0     0 ?        S    Aug07   2:46  \_ [ksoftirqd/115]
root         595  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/115:0H-events_highpri]
root         596  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/116]
root         597  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/116]
root         598  0.0  0.0      0     0 ?        S    Aug07   2:38  \_ [ksoftirqd/116]
root         600  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/116:0H-events_highpri]
root         601  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/117]
root         602  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/117]
root         603  0.0  0.0      0     0 ?        S    Aug07   2:38  \_ [ksoftirqd/117]
root         605  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/117:0H-events_highpri]
root         606  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/118]
root         607  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/118]
root         608  0.0  0.0      0     0 ?        S    Aug07   2:36  \_ [ksoftirqd/118]
root         610  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/118:0H-events_highpri]
root         611  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/119]
root         612  0.0  0.0      0     0 ?        S    Aug07   0:13  \_ [migration/119]
root         613  0.0  0.0      0     0 ?        S    Aug07   2:35  \_ [ksoftirqd/119]
root         615  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/119:0H-events_highpri]
root         616  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/120]
root         617  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/120]
root         618  0.0  0.0      0     0 ?        S    Aug07   1:47  \_ [ksoftirqd/120]
root         620  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/120:0H-events_highpri]
root         621  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/121]
root         622  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/121]
root         623  0.0  0.0      0     0 ?        S    Aug07   1:46  \_ [ksoftirqd/121]
root         625  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/121:0H-events_highpri]
root         626  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/122]
root         627  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/122]
root         628  0.0  0.0      0     0 ?        S    Aug07   1:46  \_ [ksoftirqd/122]
root         630  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/122:0H-events_highpri]
root         631  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/123]
root         632  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/123]
root         633  0.0  0.0      0     0 ?        S    Aug07   1:47  \_ [ksoftirqd/123]
root         635  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/123:0H-events_highpri]
root         636  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/124]
root         637  0.0  0.0      0     0 ?        S    Aug07   0:14  \_ [migration/124]
root         638  0.0  0.0      0     0 ?        S    Aug07   1:53  \_ [ksoftirqd/124]
root         640  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/124:0H-events_highpri]
root         641  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/125]
root         642  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/125]
root         643  0.0  0.0      0     0 ?        S    Aug07   1:48  \_ [ksoftirqd/125]
root         645  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/125:0H-events_highpri]
root         646  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/126]
root         647  0.0  0.0      0     0 ?        S    Aug07   0:12  \_ [migration/126]
root         648  0.0  0.0      0     0 ?        S    Aug07   1:51  \_ [ksoftirqd/126]
root         650  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/126:0H-events_highpri]
root         651  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [cpuhp/127]
root         652  0.0  0.0      0     0 ?        S    Aug07   0:14  \_ [migration/127]
root         653  0.0  0.0      0     0 ?        S    Aug07   3:57  \_ [ksoftirqd/127]
root         655  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/127:0H-events_highpri]
root         784  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [kdevtmpfs]
root         785  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [inet_frag_wq]
root         786  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [kauditd]
root         791  0.0  0.0      0     0 ?        S    Aug07   0:11  \_ [khungtaskd]
root         792  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [oom_reaper]
root         793  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [writeback]
root         794  0.0  0.0      0     0 ?        S    Aug07  20:04  \_ [kcompactd0]
root         795  0.0  0.0      0     0 ?        S    Aug07  32:05  \_ [kcompactd1]
root         796  0.0  0.0      0     0 ?        SN   Aug07   0:00  \_ [ksmd]
root         797  0.0  0.0      0     0 ?        SN   Aug07   3:18  \_ [khugepaged]
root         798  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kintegrityd]
root         799  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kblockd]
root         800  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [blkcg_punt_bio]
root         801  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [tpm_dev_wq]
root         802  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [edac-poller]
root         804  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [devfreq_wq]
root         805  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [quota_events_un]
root         806  0.0  0.0      0     0 ?        I<   Aug07   0:38  \_ [kworker/84:1H-kblockd]
root         808  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/26-AMD-Vi]
root         809  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/27-AMD-Vi]
root         810  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/28-AMD-Vi]
root         811  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/29-AMD-Vi]
root         812  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/30-AMD-Vi]
root         813  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/31-AMD-Vi]
root         814  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/32-AMD-Vi]
root         815  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/33-AMD-Vi]
root         816  0.0  0.0      0     0 ?        S    Aug07  23:55  \_ [kswapd0]
root         817  0.0  0.0      0     0 ?        S    Aug07  34:58  \_ [kswapd1]
root         824  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kthrotld]
root         826  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/54-pciehp]
root         827  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/55-pciehp]
root         828  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/56-pciehp]
root         829  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/57-pciehp]
root         831  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/69-pciehp]
root         832  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/70-pciehp]
root         833  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/71-pciehp]
root         834  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [irq/72-pciehp]
root         957  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [acpi_thermal_pm]
root         958  0.0  0.0      0     0 ?        S    Aug07   0:57  \_ [hwrng]
root         959  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [amd_iommu_v2]
root         962  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [mld]
root         963  0.0  0.0      0     0 ?        I<   Aug07   0:29  \_ [kworker/83:1H-kblockd]
root         964  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [ipv6_addrconf]
root         969  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kstrp]
root         974  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [zswap-shrink]
root         975  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/u259:0]
root         976  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/u260:0]
root         977  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [kworker/u261:0]
root        1023  0.0  0.0      0     0 ?        I<   Aug07   0:12  \_ [kworker/11:1H-kblockd]
root        1025  0.0  0.0      0     0 ?        I<   Aug07   0:34  \_ [kworker/75:1H-events_highpri]
root        1034  0.0  0.0      0     0 ?        I<   Aug07   0:32  \_ [kworker/72:1H-kblockd]
root        1035  0.0  0.0      0     0 ?        I<   Aug07   0:14  \_ [kworker/54:1H-events_highpri]
root        1036  0.0  0.0      0     0 ?        I<   Aug07   0:14  \_ [kworker/112:1H-kblockd]
root        1037  0.0  0.0      0     0 ?        I<   Aug07   0:13  \_ [kworker/113:1H-kblockd]
root        1038  0.0  0.0      0     0 ?        I<   Aug07   0:14  \_ [kworker/115:1H-kblockd]
root        1039  0.0  0.0      0     0 ?        I<   Aug07   0:14  \_ [kworker/114:1H-kblockd]
root        1040  0.0  0.0      0     0 ?        I<   Aug07   0:14  \_ [kworker/116:1H-kblockd]
root        1041  0.0  0.0      0     0 ?        I<   Aug07   0:15  \_ [kworker/48:1H-kblockd]
root        1042  0.0  0.0      0     0 ?        I<   Aug07   0:13  \_ [kworker/117:1H-kblockd]
root        1043  0.0  0.0      0     0 ?        I<   Aug07   0:14  \_ [kworker/118:1H-kblockd]
root        1048  0.0  0.0      0     0 ?        I<   Aug07   0:14  \_ [kworker/60:1H-kblockd]
root        1050  0.0  0.0      0     0 ?        I<   Aug07   0:14  \_ [kworker/10:1H-kblockd]
root        1053  0.0  0.0      0     0 ?        I<   Aug07   0:34  \_ [kworker/95:1H-kblockd]
root        1055  0.0  0.0      0     0 ?        I<   Aug07   1:02  \_ [kworker/97:1H-kblockd]
root        1057  0.0  0.0      0     0 ?        I<   Aug07   0:15  \_ [kworker/40:1H-events_highpri]
root        1085  0.0  0.0      0     0 ?        I<   Aug07   0:15  \_ [kworker/49:1H-kblockd]
root        1086  0.0  0.0      0     0 ?        I<   Aug07   0:15  \_ [kworker/50:1H-kblockd]
root        1087  0.0  0.0      0     0 ?        I<   Aug07   0:14  \_ [kworker/52:1H-events_highpri]
root        1088  0.0  0.0      0     0 ?        I<   Aug07   0:14  \_ [kworker/51:1H-kblockd]
root        1089  0.0  0.0      0     0 ?        I<   Aug07   0:15  \_ [kworker/53:1H-kblockd]
root        1090  0.0  0.0      0     0 ?        I<   Aug07   0:13  \_ [kworker/119:1H-kblockd]
root        1092  0.0  0.0      0     0 ?        I<   Aug07   0:14  \_ [kworker/55:1H-kblockd]
root        1094  0.0  0.0      0     0 ?        I<   Aug07   0:57  \_ [kworker/0:1H-kblockd]
root        1097  0.0  0.0      0     0 ?        S    Aug07   0:00  \_ [scsi_eh_0]
root        1098  0.0  0.0      0     0 ?        I<   Aug07   0:00  \_ [scsi_tmf_0]
root        1100  0.0  0.0      0     0 ?        I<   Aug07   0:11  \_ [kworker/16:1H-kblockd]
root        1101  0.0  0.0      0     0 ?        I<   Aug07   0:11  \_ [kworker/17:1H-kblockd]
root        1102  0.0  0.0      0     0 ?        I<   Aug07   0:11  \_ [kworker/18:1H-kblockd]
root        1103  0.0  0.0      0     0 ?        I<   Aug07   0:09  \_ [kworker/20:1H-kblockd]
root        1104  0.0  0.0      0     0 ?        I<   Aug07   2:04  \_ [kworker/21:1H-kblockd]
root        1105  0.0  0.0      0     0 ?        I<   Aug07   0:45  \_ [kworker/80:1H-kblockd]
root        1112  0.0  0.0      0     0 ?        I<   Aug07   0:19  \_ [kworker/24:1H-kblockd]
root        1116  0.0  0.0      0     0 ?        I<   Aug07   1:23  \_ [kworker/1:1H-kblockd]
root        1119  0.0  0.0      0     0 ?        I<   Aug07   0:12  \_ [kworker/25:1H-kblockd]
root        1127  0.0  0.0      0     0 ?        I<   Aug07   0:15  \_ [kworker/111:1H-kblockd]
root        1130  0.0  0.0      0     0 ?        I<   Aug07   0:12  \_ [kworker/127:1H-kblockd]
root        1132  0.0  0.0      0     0 ?        I<   Aug07   1:02  \_ [kworker/98:1H-kblockd]
root        1135  0.0  0.0      0     0 ?        I<   Aug07   0:15  \_ [kworker/126:1H-kblockd]
root        1137  0.0  0.0      0     0 ?        I<   Aug07   1:20  \_ [kworker/2:1H-kblockd]
root        1139  0.0  0.0      0     0 ?        I<   Aug07   0:12  \_ [kworker/12:1H-kblockd]
